Antibiotic_class,GZC4,SCC7,YGC26,YNC10,YGC3,SCC18,YNC18,GZC39,YNC4,SCC27,YNC8,GZC10,YNC11,SCC9,YNC34,GZC45,YNC22,SCC6,YGC36,GZC7,YNC39,YNC40,GZC41,SCC4,GZC26,SCC12,YNC12,GZC9,GZC14,YNC31,SCC1,YGC31,YGC8,SCC5,YGC16,GZC1,YGC9,GZC37,YGC2,SCC11,GZC42,GZC46,YGC41,SCC22,SCC29,YGC18,SCC25,SCC17,YGC11,YNC17,SCC10,YNC37,YGC12,SCC3,YNC45,YGC47,GZC38,GZC36,YNC43,GZC33,SCC28,SCC23,YGC39,YGC51,SCC19,YNC9,YGC4,GZC12,GZC43,YNC46,SCC20,YNC35,SCC24,YGC15,YNC32,SCC16,GZC44,YGC43,YGC38,YNC24,YGC52,GZC40,YGC27,SCC15,YNC29,YGC48,GZC27,YGC45,GZC18,SCC8,GZC30,GZC32,GZC5,YNC44,GZC13,SCC30,YGC5,YGC50,GZC25,YNC47,YNC41,YGC53,GZC20,GZC3,YNC26,YNC7,YNC36,YGC14,YGC7,YGC1,SCC26,SCC21,SCC14,YNC3,YNC25,YNC15,SCC13,YGC25,GZC16,SCC2
Multidrug,124,112,534,0,6,42,0,10,12,6,20,4,88,22,6,2,34,16,4,0,8,20,118,32,0,472,2,2,8,4,148,978,0,176,0,4,2,70,34,118,76,96,294,62,5448,4,2556,110,6,14,8,12,0,70,2,4,58,62,66,0,304,30,0,2,26,2,2,8,16,260,302,84,296,1480,110,84,6,4,0,0,0,26,0,1206,10,0,10,0,4,74,0,32,4,2,34,8226,2,10,2,24,6,0,42,2,14,6,172,10,6,1956,2,12,374,14,10,4,4,720,2,894
Multidrug,32,2,12,178,20,0,564,24,32,6,110,20,1228,0,4,0,12,38,48,2,2,2,20,0,2,2,8,72,42,18,0,6,4,6,16,34,72,18,14,4044,32,52,64,30,398,14,2,0,180,12,0,16,32,0,4,32,84,32,64,10,2,24,6664,46,0,1202,30,6,66,802,0,6,242,20,528,0,8,150,20,6,3090,6,256,2,8,16,14,6448,16,0,6,76,50,0,54,1730,58,0,10,828,4,804,0,6,150,722,434,10,34,26,2,2,80,2696,122,686,0,10,336,0
Multidrug,42,8,98,190,14,0,782,0,42,0,170,8,1930,0,2,8,16,0,46,2,2,2,36,2,0,16,26,44,0,0,4,158,0,0,30,0,184,6,4,5146,50,42,502,58,606,16,2,0,198,16,0,40,42,4,12,6,96,32,68,24,0,34,7604,32,2,2018,20,0,106,1440,0,4,342,586,868,0,0,160,2,10,3564,0,262,4,4,24,0,8410,32,4,0,12,18,0,0,2220,70,2,0,162,2,1244,0,0,244,1270,594,14,4,482,14,0,110,4496,242,1230,0,80,354,332
Multidrug,2552,4510,18942,386,12736,25160,30532,10474,20798,938,14652,1002,4714,5874,22506,18260,17422,594,11418,31364,18822,55108,326,20300,15012,6006,20736,232,236,17732,21324,9060,17398,17890,26756,23344,10024,2716,15068,22276,1754,17632,7778,2122,7272,21896,2356,23290,19470,11046,1106,30260,1536,6386,32846,16572,11600,18128,24254,21160,5610,1818,8006,19566,3136,18366,24528,14486,13998,3638,27412,24222,19316,8028,29514,21078,1942,1004,10816,22696,14034,2540,22354,7962,28004,5770,2248,8704,21516,9860,19424,876,5686,39442,1128,4338,18632,24804,24218,5040,43698,20918,1800,1518,17762,17354,7554,11152,7866,12534,2914,1870,4394,15066,27798,26272,34030,7030,24436,1546
MLS,8,80,0,0,0,2,0,0,0,6,4,0,2,2,0,0,0,6,14,0,0,0,8,2,0,54,0,0,0,4,6,0,2,2,0,0,92,6,0,32,16,0,16,0,816,0,2,0,0,0,0,0,0,32,0,2,0,0,0,0,0,68,20,4,0,36,2,0,0,4,2,0,0,6,0,20,0,0,0,0,0,0,0,4,0,0,0,290,0,6,0,0,4,0,8,4,6,0,0,0,0,0,0,0,0,16,6,0,0,0,4,12,8,28,2,0,0,0,0,26
MLS,10,4,10,136,6,0,474,0,34,0,96,2,1232,0,0,2,20,0,22,2,0,0,12,0,8,8,6,26,8,12,0,2,0,2,22,0,102,32,4,3342,2,42,60,22,408,6,8,0,182,2,0,10,4,0,4,16,80,24,50,20,0,16,5582,14,0,1096,8,0,88,768,0,4,202,28,506,0,0,122,0,2,2576,0,224,6,0,6,0,5188,18,0,0,4,10,0,0,1528,32,0,0,2,0,914,0,0,128,670,382,2,4,4,2,0,64,2760,82,736,0,2,244,2390
MLS,22,58,922,4,6,16,0,0,4,0,6,0,76,8,0,0,16,4,2,0,0,12,66,8,4,226,0,0,8,0,120,1866,14,108,2,0,0,72,28,40,18,0,1220,10,3702,6,1494,66,28,4,0,6,6,26,0,2,0,0,54,0,170,2,0,0,8,0,6,2,0,108,128,36,156,2542,54,60,0,0,12,0,2,784,0,758,8,0,432,0,0,28,0,0,0,0,54,4532,2,10,2,0,2,0,1248,0,0,4,8,28,0,3312,0,8,792,0,2,0,4,1434,0,2168
MLS,32,14,70,4,0,0,0,18,20,10,0,10,10,10,92,0,2,0,0,0,0,0,34,0,0,0,0,20,0,0,4,94,4,4,0,6,0,22,8,8,28,0,50,12,22,4,0,0,8,14,0,2,16,12,0,2,6,0,0,0,4,8,0,2,10,0,0,2,4,0,0,6,0,92,0,2,2,6,2,2,0,4,2,10,0,0,4,0,8,0,0,40,12,0,6,6,2,2,0,0,0,8,6,0,16,0,0,0,8,80,4,6,26,0,0,0,0,112,0,0
Multidrug,24,0,0,0,2,0,0,150,2,0,0,0,2,0,0,0,0,0,4,0,0,0,38,0,0,0,0,0,0,0,0,4,2,0,0,18,0,26,2,0,16,0,2,0,0,0,0,0,22,0,0,0,6,0,0,8,4,0,10,0,0,0,0,56,0,0,2,8,10,0,0,4,0,4,10,0,4,30,10,0,2,20,0,0,0,0,38,0,0,0,6,44,20,0,24,0,6,2,0,0,0,6,6,6,0,0,0,4,10,0,0,0,0,0,4,0,0,4,0,0
MLS,6,1692,3798,6,2,294,2,0,2,10,4,8,14,152,0,0,4490,132,34,24,88,610,6,184,0,1004,0,2,24,92,1112,1852,54,538,0,10,122,6,0,2590,8,0,2036,6220,260,138,92,222,2,4994,0,12,330,2936,10,0,0,10,0,2,5808,56,0,0,48,10,0,2,0,246,248,0,944,1914,0,512,22,0,0,4,0,4,0,1266,902,0,4,0,10,4078,0,0,24,190,24,646,0,2,12,0,468,0,0,10,2,0,0,4,3936,3442,0,2,1414,8,644,0,40,2534,0,1362
MLS,6,0,28,0,2,0,0,2,0,0,0,34,2,2,0,0,2,0,0,0,2,0,0,0,0,2,2,20,0,16,4,2,0,2,0,4,0,6,0,8,4,0,36,0,8,0,0,18,0,0,0,0,0,4,4,0,0,0,0,0,6,0,0,0,0,0,0,10,2,316,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,26,0,0,0,2,8,0,0,6,208,0,0,0,14,0,0,0,0,0,40,0,0,16,0,6,0,0,60,0,2
MLS,4,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,2,2,0,0,0,0,0,0,0,0,16,0,0,0,0,0,8,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,4,0,0,0,0,12,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,20,0,0,0,0,0,0,16,0,0,0,0,4,0,0,12,0,0
Glycopeptide,32,48,246,8,52,92,280,36,128,6,20,10,766,30,354,6,12,42,16,588,8,54,44,110,0,36,114,22,46,44,52,106,278,112,224,226,6,20,22,302,24,0,228,56,22,156,6,140,124,30,2,248,20,82,384,80,52,0,174,0,26,6,2,56,12,54,50,36,10,18,98,214,1892,162,310,80,20,14,0,504,130,14,154,10,48,34,28,38,348,126,308,50,16,0,14,58,46,500,294,0,50,112,4,42,362,36,32,426,18,92,6,12,724,180,40,154,32,156,352,164
MLS,580,6022,28962,1332,1550,19560,198,8782,1104,3038,2626,1952,870,6056,640,62,9984,1526,1728,3460,8326,19964,122,6464,398,6510,882,1836,48,2882,13260,19270,1198,6204,2196,948,3062,470,2530,15446,256,752,13988,10498,7562,2306,5430,6064,3778,1844,2750,830,2360,8300,1294,7292,2148,658,166,326,18552,3772,2,2698,5138,3934,1144,5906,394,1630,5296,412,11302,16168,214,7348,240,102,86,642,1454,52,2238,9166,21640,1070,24,1624,4666,6284,2038,134,1856,756,718,11296,3686,650,7748,274,17000,3978,42,116,484,1702,1716,2418,496,22216,3450,4106,9076,108,14206,798,21216,14716,3508,9458
Multidrug,104,202,4,2,8,12,4,60,130,20,24,12,34,24,14,10,0,6,0,4,0,0,40,0,2,54,0,128,634,4,0,4,2,6,2,10,0,18,20,52,18,4,10,516,14,4,26,0,0,0,98,0,42,68,0,4,32,0,0,0,4,118,0,2,36,0,14,498,36,2,6,0,0,26,0,30,2454,38,12,0,4,2,18,2,0,0,50,4,16,2,0,60,24,0,58,8,32,0,14,0,0,8,4,176,30,0,0,10,120,0,54,48,56,0,0,0,2,2,0,298
Multidrug,486,2320,80,14,60,8,12,278,484,60,92,84,352,50,244,62,10,150,6,22,0,0,394,12,22,460,14,704,1102,20,88,116,14,450,2,106,4,170,68,3382,376,18,192,1492,32,12,44,184,16,4,212,52,56,724,4,26,52,18,0,2,36,286,0,50,70,68,78,912,332,118,30,2,8,120,14,94,8928,84,116,14,22,14,100,280,0,2,156,2,60,300,18,604,156,2,282,114,114,2,98,18,0,60,20,1188,588,96,4,34,292,30,124,188,2230,16,0,4,4,148,8,384
Multidrug,332,478,36,164,26,16,552,50,150,86,148,76,1680,36,22,24,28,28,44,6,0,4,160,0,0,218,16,174,980,10,10,2,0,22,20,48,118,28,10,4330,132,44,116,2218,512,8,32,0,174,8,118,30,16,328,4,22,116,42,62,20,0,334,4716,22,42,1682,30,1306,134,1066,2,6,248,34,600,62,9808,164,12,2,2488,8,256,18,2,22,94,6352,60,10,0,398,102,0,70,1918,60,0,20,38,2,844,4,988,196,986,560,4,90,12,58,104,136,3584,166,1032,2,0,240,1962
Multidrug,2,52,580,4,12,10,2,2,4,4,10,4,52,18,2,0,26,2,6,0,0,32,104,22,0,196,2,0,2,0,114,1158,4,86,0,2,0,90,34,46,2,0,568,6,2412,4,1142,30,4,2,0,4,6,32,2,0,0,0,32,0,98,8,0,0,16,4,8,8,0,134,144,30,138,1830,66,52,0,2,4,0,0,1638,0,520,18,0,900,2,0,20,0,2,0,0,32,3572,2,10,0,0,8,0,2266,0,0,6,6,16,0,2310,0,4,382,2,4,2,10,808,0,2336
MLS,258,0,0,0,6,0,2,86,62,0,8,0,32,0,0,8,6,0,2,0,0,2,400,0,0,0,0,6,6,0,0,4,0,0,0,12,12,102,0,0,316,0,0,2,0,12,0,0,2,0,0,2,32,2,0,10,8,0,0,0,0,0,0,10,0,0,2,4,24,2,0,0,0,2,2,0,4,20,2,0,0,26,4,0,0,0,54,0,0,0,0,74,32,0,26,0,24,0,0,0,6,4,4,8,4,0,2,8,36,0,0,0,0,0,0,0,0,4,0,0
Sulfonamide,2174,3906,5504,60,412,602,54,136,1288,62,178,532,956,564,70,6,92,168,492,4,46,42,1808,538,22,3332,4,212,142,596,3644,5478,158,1484,4,6,170,1182,26,4244,2040,12,7314,14592,412,144,136,1162,238,516,66,62,94,10628,8,2,14,44,50,2,12544,134,44,10,328,54,18,160,64,980,676,36,70,5914,94,2444,40,448,2,30,6,30,8,5454,22,242,38,32,8,5262,198,20,168,4,830,1454,32,12,82,54,32,74,22,184,172,60,20,128,554,4786,54,76,6200,250,8,12,250,8688,4,2654
Sulfonamide,672,4212,130,22,30,398,52,110,1906,104,228,1268,1104,1664,20,4,24,316,32,6,6,2,914,420,2,4336,6,434,94,684,3420,308,10,3092,2,36,64,184,8,10632,654,2,472,3612,1254,6,272,3720,4,22,914,2,68,2830,2,14,6,0,18,6,656,486,74,36,680,1110,10,1084,88,770,890,2,4,234,58,1730,420,10,8,12,6,10,12,10904,2,18,56,814,14,6620,674,130,534,2,220,764,28,0,160,0,8,10,6,1362,246,390,8,14,258,112,280,1568,14604,486,4,4,82,504,26,9412
Sulfonamide,90,124,36,182,2,46,0,30,28,62,14,74,30,130,0,18,22,44,36,96,60,54,78,6,98,90,2,58,44,2,42,18,52,26,0,16,6,58,4,3782,64,256,38,312,32,4,148,2,2,36,92,32,8,140,8,2,54,228,0,16,262,140,2,22,300,2,0,0,36,108,4,26,154,20,22,34,6,34,2,2,0,22,4,10,2,0,28,106,60,34,6,34,322,2,28,68,8,0,4,0,12,8,12,8,14,0,410,4,42,6,374,136,136,164,24,0,0,6,8,8
Multidrug,1492,1910,2462,6,176,332,90,22,2998,24,440,20,1238,152,14,26,72,68,138,4,4,150,1944,132,10,2438,10,8,36,96,1888,3900,60,834,0,6,6,758,182,634,1978,6,2968,3762,13146,40,3212,336,64,82,12,70,106,8518,6,20,54,38,136,8,19246,82,0,18,48,78,52,68,30,1208,994,128,1530,5464,194,754,2,20,36,8,16,5890,14,5054,22,4,3192,4,0,634,2,142,46,2,64,10970,62,60,16,132,50,14,9492,918,38,146,20,190,246,6966,4,42,3430,58,12,16,140,3406,4,12574
Rifamycin,1974,238,468,30,328,352,612,3024,972,38,174,74,1084,82,72,80,404,20,156,230,64,432,2684,304,32,158,250,180,346,14,146,384,146,194,350,484,58,834,496,384,2316,4,458,742,174,138,16,630,176,100,68,36,608,244,36,150,220,12,796,6,170,74,104,672,110,162,462,830,402,232,92,1080,318,550,590,248,572,316,142,34,106,1270,1166,196,272,22,1068,94,106,186,356,1652,762,0,770,76,266,78,230,2,274,1498,732,602,182,102,70,182,544,564,4,180,74,370,650,228,494,384,122,1016
Fluoroquinolone,200,38,74,16,14,0,4,138,48,0,104,0,62,4,6,8,36,4,68,12,2,14,184,4,6,10,2,34,22,4,32,64,4,6,2,26,4,118,12,258,198,2,92,16,4,14,0,2,6,30,0,0,72,32,4,8,6,0,2,4,4,0,0,26,2,2,8,10,36,134,2,6,0,66,2,6,12,28,28,0,0,26,12,20,0,2,50,0,2,148,6,184,58,0,104,4,28,6,10,0,2,28,18,10,0,0,4,18,60,70,0,0,60,4,2,4,2,130,0,14
MLS,8,0,0,0,4,0,2,146,2,0,0,0,2,0,0,0,2,0,0,0,0,0,14,0,0,0,0,2,2,0,0,2,4,0,0,0,4,24,0,0,20,0,0,4,0,0,0,0,0,0,0,0,2,2,0,0,2,0,0,0,0,0,0,2,0,0,4,2,10,10,0,8,0,0,0,0,12,4,2,0,0,106,0,0,0,0,86,0,0,0,2,40,12,0,6,0,0,4,0,0,0,0,154,4,0,4,0,0,0,2,0,0,0,0,0,0,0,0,0,0
MLS,36,0,2,0,4,0,0,130,6,0,2,0,6,0,0,0,12,0,2,0,2,2,62,0,6,0,2,2,0,0,0,0,4,0,0,2,2,46,0,0,56,0,0,2,0,0,0,0,2,0,0,2,4,4,0,2,2,2,12,0,0,0,0,6,0,0,0,2,4,22,0,16,0,2,4,2,10,0,0,2,0,324,0,0,2,0,310,0,0,0,0,34,6,0,24,0,6,0,0,0,2,2,388,2,0,0,2,2,0,2,0,0,0,0,4,0,0,0,0,0
Tetracycline,0,22,0,0,0,20,0,0,4,0,4,0,2,100,0,0,0,2,0,0,0,0,0,22,0,136,4,0,0,2,182,0,0,104,0,0,0,0,0,94,0,0,0,188,2,0,0,20,0,4,4,0,0,26,0,0,0,0,0,0,0,0,0,0,26,2,0,0,0,2,22,0,0,0,0,22,0,0,0,0,0,0,0,142,0,0,0,0,0,450,2,6,0,0,0,6,0,0,0,0,0,0,0,0,2,6,0,0,0,0,0,0,178,0,0,0,0,0,0,368
Tetracycline,1056,1188,2024,48,196,196,40,44,636,2,68,8,958,52,42,12,38,58,446,0,10,12,946,60,344,602,6,4,36,160,846,2420,148,142,0,18,60,740,24,1414,1060,44,3212,3004,66,110,20,84,88,132,6,14,98,4406,14,10,2,16,30,180,4270,6,0,2,58,16,38,36,74,1104,128,28,8,2210,30,502,30,64,10,22,16,14,2,474,20,4,14,0,0,1138,4,8,4,0,112,240,20,12,16,0,0,44,16,38,140,46,14,120,594,1894,0,0,886,92,2,14,66,3258,4,176
Tetracycline,426,2838,588,2012,30,132,28,94,154,364,48,756,310,602,14,14,48,274,110,14,30,24,276,98,8,2242,0,552,10,46,332,316,140,346,0,6,28,200,12,648,698,38,496,6050,392,218,442,68,26,608,632,16,100,2250,24,2,94,206,100,6,2614,538,2,38,830,20,4,18,36,382,208,108,74,378,34,362,6,426,8,10,6,14,0,734,66,14,14,20,132,414,20,14,142,102,138,706,64,6,22,0,20,4,18,20,16,26,32,44,184,382,306,972,502,66,56,12,44,678,14,1174
Aminoglycoside,222,182,82,416,42,0,1100,76,260,160,374,46,3690,94,8,36,28,8,72,8,2,2,174,6,6,114,22,194,730,20,0,48,4,40,34,14,334,112,38,9386,228,92,326,266,1126,18,270,4,404,24,476,58,78,4,14,68,220,64,104,34,12,472,12536,42,196,3232,72,684,216,2206,6,6,560,452,1294,4,4782,366,86,10,5950,6,544,6,6,48,40,14650,60,4,12,254,72,0,62,4106,166,6,16,486,0,2240,10,492,504,2070,1004,24,438,218,134,150,166,8070,308,2218,0,8,644,5518
MLS,0,2,2,12,0,4,0,12,0,6,0,8,0,4,0,0,0,0,0,0,0,0,0,0,0,2,0,12,0,0,32,0,0,2,0,0,0,0,0,0,0,0,0,12,6,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,10,0,0,2,0,0,0,0,0,2,4,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,8,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,0,0,0,0,0,0,0,0
MLS,130,4444,68,690,0,90,10,6,196,7826,8,1544,14,5066,0,4,98,638,0,0,2,2,140,100,0,4438,0,3058,0,4,12,2,18,1706,0,0,0,18,0,1986,132,0,76,2954,2042,0,4566,0,0,1152,11100,0,2,32,2,0,12,48,2,4,140,8510,0,2,5558,0,0,2,2,0,200,50,228,12,52,130,10,0,0,2,0,2,18,82,2,0,0,2,778,40,42,4,1090,2,40,1386,2,0,4,2588,22,2,4,10,2,2,0,0,16,2,7014,9774,96,0,2,6,0,10,0,138
Multidrug,90,30,18,168,18,2,526,6,40,12,152,4,1446,10,0,8,14,4,34,4,0,0,10,0,0,40,18,40,18,0,0,4,0,10,24,14,142,52,2,3996,20,26,90,34,454,8,20,0,186,6,70,34,42,0,2,32,90,46,58,12,0,134,6184,32,34,1446,20,80,128,928,2,6,228,56,572,6,3094,144,8,0,3082,4,278,6,0,14,16,6032,28,0,4,34,22,2,6,1672,74,0,4,50,0,1026,6,426,162,960,532,10,12,10,14,34,120,2996,190,872,0,0,290,3990
Multidrug,27756,35848,37356,79374,22572,41682,46970,29134,46054,21524,55028,25038,34412,33674,48690,42792,39592,8468,50734,58032,44182,43742,16906,37234,42664,28618,45250,30670,13094,33046,37172,30636,42216,35686,45016,40262,57316,32614,29710,75026,29318,48324,25698,49374,26034,37224,25352,34218,27280,53876,26114,40612,20814,41960,80742,53810,33538,47672,44460,41494,31364,31466,22298,49848,32374,53380,32628,19444,35760,35614,43324,41234,54292,24624,47974,34396,12806,23650,22956,46952,30676,13096,31908,19784,36722,12926,14070,28910,42062,36360,31988,21800,22088,68786,25902,26880,36476,58342,38370,11502,34568,38774,12198,11114,42350,44386,52378,24910,26762,27248,28362,34512,24642,37440,40338,48290,31164,26876,39648,31930
Multidrug,530,304,76,420,58,6,1826,186,304,582,488,156,4776,796,40,110,62,22,112,20,4,8,402,0,4,272,58,342,768,42,4,2,4,56,90,54,442,180,34,12174,444,330,288,406,1462,20,98,0,562,8,798,104,90,10,12,62,290,138,166,66,12,1654,17522,62,520,4764,58,166,456,2870,12,22,784,204,1724,4,344,486,60,14,8498,10,712,8,8,58,46,18966,100,2,18,326,308,0,86,4980,212,8,34,4,0,2928,20,80,764,2994,1516,10,202,56,832,550,266,8990,492,2932,0,6,902,6714
Multidrug,1908,1256,1268,48,1018,1294,5864,572,3056,28,450,884,536,804,6712,40,1314,116,328,2420,398,9924,650,1382,36,2094,1202,442,344,248,1236,306,3352,2106,3236,8866,128,546,316,2178,974,168,566,2636,462,918,48,3158,3156,900,74,4152,106,1992,7558,1210,1000,152,2980,20,294,86,584,66,164,600,834,2520,540,1008,2134,4308,1012,412,6788,2178,1450,56,48,9966,3470,222,1544,2332,3546,464,248,1198,9122,3272,5956,916,1248,4,270,492,102,3120,8616,1322,8236,1406,70,1842,7434,414,3872,576,438,740,34,40,2480,2590,2394,1226,492,316,10754,1740
Multidrug,16,10,6,210,24,0,990,0,38,4,290,2,2718,2,0,6,36,4,70,2,2,0,16,0,0,10,34,48,0,10,0,2,0,4,22,0,218,4,2,6998,2,84,138,64,708,6,8,0,316,14,0,48,20,0,42,34,188,54,114,26,0,28,8822,34,0,3066,20,0,140,1882,0,6,340,28,1212,0,0,304,0,12,5388,0,376,2,12,12,0,11660,32,0,0,12,30,0,2,2772,132,0,0,0,0,1360,0,0,344,1992,996,6,2,30,12,0,128,4666,342,1408,0,0,508,3258
Mupirocin,1350,2014,1624,14640,492,396,650,1978,888,3610,342,4450,1170,3448,284,142,2718,816,1306,54,486,698,986,110,210,1380,72,5074,640,296,344,600,1492,642,128,598,1158,4088,186,4532,1866,494,774,3438,2360,978,2184,122,208,9054,3344,118,1232,192,142,132,660,1692,104,76,402,5120,6,768,4728,294,120,234,992,196,256,590,162,400,328,1038,602,718,200,78,52,414,144,566,956,38,756,248,980,2596,196,1852,1660,580,2830,992,1562,10,244,78,258,250,428,242,480,196,312,674,2806,256,3170,5136,256,1012,1628,468,8,738,74,114
Multidrug,6,28,16,24,2,8,104,0,6,40,32,22,236,52,0,4,4,8,12,0,2,12,4,8,0,8,2,46,0,4,14,24,34,2,6,2,24,2,0,750,32,8,48,32,90,2,46,0,34,6,30,2,22,0,8,0,14,14,2,6,16,12,1102,6,98,238,2,0,22,210,12,8,40,114,94,6,2,214,2,0,456,2,46,0,0,10,0,1022,8,0,0,0,0,0,0,260,12,0,2,62,4,158,0,0,24,172,64,2,4,36,8,204,8,560,28,162,0,2,32,482
Multidrug,356,1572,16,160,16,50,516,12,986,4,290,36,1522,14,2,6,18,54,50,4,4,0,554,14,0,1640,24,156,6,6,94,2,2,96,26,12,148,112,8,4128,476,34,130,3552,436,2,16,4,174,10,28,36,26,488,14,14,72,34,38,32,74,26,5616,16,2,1438,42,710,86,834,62,8,206,48,664,178,4806,302,22,6,2662,2,260,38,4,10,54,6090,24,98,0,172,80,0,14,1624,62,0,0,12,0,860,2,392,188,1032,500,0,224,8,6,104,356,2858,178,942,0,4,248,2648
Mupirocin,1280,2892,2450,23938,696,3410,4330,2058,3926,4314,1970,6204,1076,4170,3068,168,2264,1350,3646,4958,1856,4278,1224,3394,270,2160,3034,3746,1276,310,2182,1194,3768,3490,4464,3064,1960,2082,1584,5488,1510,1718,896,5204,3226,3390,2936,3342,1464,16970,3798,2346,1156,1300,5164,1880,1638,2924,2938,222,1568,5520,10,3356,5600,2010,3808,1078,640,856,2128,3404,4018,800,3978,2804,360,732,390,3822,1354,744,1762,720,3264,486,858,384,4198,1844,2526,1888,3240,254,3796,1800,2014,5048,2914,102,3288,1530,942,270,3426,914,2468,780,3660,1042,4642,8172,930,3978,3424,3362,2040,1184,3536,1002
MLS,78,884,462,790,16,82,2,2,6,366,6,70,10,466,0,2,94,178,158,40,526,34,4,0,2,400,2,104,4,2,162,76,22,94,0,2,20,56,18,762,38,68,324,374,190,152,270,20,0,556,818,14,38,158,12,0,76,166,6,0,218,224,0,20,496,2,6,0,20,2240,56,14,18,76,8,180,0,0,0,14,0,10,0,96,10,0,16,0,32,388,12,0,412,4,692,120,10,0,8,128,14,0,16,0,30,0,2060,14,60,28,738,674,138,30,458,0,0,122,4,110
Multidrug,0,42,38,2,0,8,0,0,0,50,0,172,0,76,0,0,0,10,0,0,0,2,2,2,0,16,0,250,0,0,12,206,46,4,0,0,0,6,0,32,14,0,2,58,38,0,78,2,0,4,30,0,2,2,2,0,2,0,0,0,8,132,0,0,98,0,0,0,0,0,10,4,2,2,0,22,0,0,0,0,0,0,0,14,0,0,4,0,26,2,2,2,30,0,2,14,0,0,0,0,0,0,4,0,0,0,0,0,0,2,162,476,8,0,0,0,0,26,0,2
MLS,208,1140,12,10,2,20,10,54,104,68,20,164,88,74,72,8,0,98,0,8,0,2,26,30,0,232,14,370,4,22,258,2,0,412,0,26,4,22,2,2802,26,0,36,152,18,0,14,320,0,2,56,6,10,510,0,2,4,0,12,0,82,100,2,4,26,104,8,260,60,104,44,0,0,28,6,122,560,466,2,6,6,0,4,702,0,0,22,18,2,532,18,12,288,0,34,100,12,0,22,10,2,0,2,240,80,168,10,10,24,0,10,118,2248,16,0,0,8,6,0,222
MLS,22124,34022,27838,36890,16786,17082,18972,14320,27834,29066,24742,30222,19248,33540,23166,38282,22648,9654,33266,16896,15826,29864,13390,25042,14906,23430,19328,29806,6306,14302,22112,20230,25532,25398,28784,14278,38724,22520,19994,57460,23858,34646,16920,47988,27178,29118,28132,25858,17716,35282,35802,28864,14664,30068,33056,28594,24556,39490,28940,9040,28142,37102,15158,31696,40288,27442,24056,28232,9342,25748,18400,24234,26478,16046,25108,24944,11508,29672,14734,16412,21978,8938,11530,16610,24018,6966,9442,19762,19578,22962,13322,12960,20960,22902,12748,18992,35114,25544,18798,28442,23212,15224,11566,21998,16630,19076,36142,20790,18844,20938,36664,47512,22074,17638,24316,22208,28156,18402,13498,18594
Multidrug,14,16,10,2,4,8,0,8,0,0,0,20,6,4,0,0,2,0,0,6,72,4,24,0,4,4,122,14,104,26,0,18,0,8,0,16,0,12,4,54,14,0,18,42,10,2,0,0,2,6,0,2,8,0,0,68,2,0,14,0,174,0,0,32,2,88,4,6,26,4,2,6,0,92,16,2,16,4,120,0,0,6,10,0,0,18,10,2,0,6,0,384,34,6,8,370,256,0,2,0,0,10,0,14,4,80,170,4,10,50,0,0,8,2,4,2,0,10,0,0
Multidrug,186,506,94,648,22,46,136,370,28,16,60,90,76,48,24,16,134,68,100,0,40,2,48,2,216,214,40,274,178,34,46,24,32,30,82,38,34,194,42,1336,80,208,136,190,6,40,72,20,8,108,26,12,78,64,4,12,94,710,8,192,728,52,2,54,40,72,44,22,174,3524,14,8,3172,252,22,260,56,68,54,2,6,4,20,90,318,2,48,6,0,456,4,238,76,6,280,10,70,4,96,70,0,26,6,48,174,152,3358,32,312,172,34,220,428,60,708,38,0,26,10,602
Tetracycline,806,3190,1346,18572,874,1208,1176,538,1128,7014,470,8176,460,7482,764,96,430,2596,1266,1922,202,714,528,1140,130,2406,532,5122,254,322,540,2028,1458,2352,824,956,664,714,432,3698,852,1078,646,5638,5032,1626,3292,746,1022,10268,5588,1252,494,448,1298,1166,1630,1206,716,50,766,7060,46,536,5438,336,440,662,824,530,684,2074,518,502,1434,1090,220,6594,658,858,2044,202,530,342,808,418,284,534,2648,456,860,496,3200,704,1400,1948,662,1298,1098,76,472,752,228,280,808,258,1522,392,1288,518,8872,6984,688,1018,834,730,968,464,926,154
Multidrug,86,898,162,28,264,24,4,194,80,254,6,188,68,246,24,8,52,126,18,0,6,42,196,2,2,240,0,270,4,14,54,334,38,140,14,12,2,62,18,1266,146,0,222,276,76,204,308,82,124,310,218,0,120,330,6,12,16,2,0,0,608,518,6,82,412,4,42,192,22,142,22,16,18,136,4,58,44,3140,382,2,732,20,12,96,34,2,40,4,18,80,8,100,180,0,32,90,28,30,6,0,22,72,4,152,14,18,2,36,120,98,250,420,838,44,2,0,2,160,0,12
